"","measure","Year","Waterway 1","Waterway 2","Waterway 3","Waterway 4"
"825","Total nitrogen","2015",1.98741121495327,2.0544347826087,4.23391666666667,2.34736842105263
"826","Total nitrogen","2016",1.74786602870813,1.76252112676056,4.54283333333333,1.6575
"827","Total organic carbon","2008",5.35617647058824,6.89105263157895,0,0
"828","Total organic carbon","2009",5.10753012048193,6.02632558139535,0,0
"829","Total organic carbon","2013",3.17640476190476,0,4.15666666666667,0
"830","Total organic carbon","2014",3.61290384615385,2.615,4.097,0
"831","Total organic carbon","2015",4.2564,2.3825,4.24833333333333,0
"832","Total organic carbon","2016",3.9955,0,0,0
"833","Total phosphorus","1998",0.124313725490196,0.163333333333333,0,0
"834","Total phosphorus","1999",0.100944881889764,0.0857142857142857,0,0
"835","Total phosphorus","2000",0.106717557251908,0.0910416666666667,0,0
"836","Total phosphorus","2001",0.0908910891089109,0.0830555555555556,0,0
"837","Total phosphorus","2002",0.0982352941176471,0.054468085106383,0,0
"838","Total phosphorus","2003",0.0960231707317073,0.0785909090909091,0,0
"839","Total phosphorus","2004",0.111640350877193,0.0676875,0,0
"840","Total phosphorus","2005",0.103154639175258,0.111340909090909,0,0
"841","Total phosphorus","2006",0.181136363636364,0.144958333333333,0,0
"842","Total phosphorus","2007",0.162268,0.182997916666667,0,0
"843","Total phosphorus","2008",0.122130337078652,0.139881818181818,0,0
"844","Total phosphorus","2009",0.125258461538462,0.116806349206349,0.198916666666667,0.334836363636364
"845","Total phosphorus","2010",0.146964285714286,0.174713333333333,0.20625,0.112833333333333
"846","Total phosphorus","2011",0.126275362318841,0.0900333333333333,0.197409090909091,0.12175
"847","Total phosphorus","2012",0.0974945054945055,0.0979638554216867,0.189,0.14625
"848","Total phosphorus","2013",0.103215053763441,0.06425,0.210992307692308,0.13504347826087
"849","Total phosphorus","2014",0.122739622641509,0.080777027027027,0.242307692307692,0.130384615384615
"850","Total phosphorus","2015",0.0944337962962963,0.075972602739726,0.182916666666667,0.110625
"851","Total phosphorus","2016",0.0924369668246446,0.0953378378378378,0.179158333333333,0.1684
"852","Trifluralin","2009",0.1,0.1,0,0
"853","Water temperature","1998",13.7376237623762,13.9222222222222,0,0
"854","Water temperature","1999",12.8469696969697,12.9551020408163,0,0
"855","Water temperature","2000",12.930303030303,12.8375,0,0
"856","Water temperature","2001",14.0684210526316,13.6860465116279,0,0
"857","Water temperature","2002",14.5194736842105,14.04,0,0
"858","Water temperature","2003",13.9783068783069,12.9133333333333,0,0
"859","Water temperature","2004",14.6154696132597,15.5,0,0
"860","Water temperature","2005",13.8000000098039,12.9583333333333,0,0
"861","Water temperature","2006",13.0111111111111,12.8458333333333,0,0
"862","Water temperature","2007",12.9016949152542,13.5416666666667,0,0
"863","Water temperature","2008",15.3295081967213,13.6702127659574,0,0
"864","Water temperature","2009",14.3471794871795,14.5916666666667,14.2083333333333,13.6909090909091
"865","Water temperature","2010",14.0698979591837,13.9083333333333,14.0227272727273,12.0066666666667
"866","Water temperature","2011",14.8502415458937,15.6633333333333,15.9210526315789,12.2666666666667
"867","Water temperature","2012",13.8489010989011,13.1072289156627,13.4090909090909,11.7363636363636
"868","Water temperature","2013",13.6548387096774,13.3554054054054,13.4615384615385,16.3769230769231
"869","Water temperature","2014",15.2547087378641,15.592972972973,13.2142857142857,12.2846153846154
"870","Water temperature","2015",14.2625,13.9479452054795,14.2083333333333,13.125
"871","Water temperature","2016",14.394555353902,14.2851351351351,15.6666666666667,14.4333333333333
"872","Zinc","1998",45.8889423076923,74.5947368421053,0,0
"873","Zinc","1999",59.9699248120301,35.1952830188679,0,0
"874","Zinc","2000",54.8,53.4653846153846,0,0
"875","Zinc","2001",51.027027027027,41.3809523809524,0,0
"876","Zinc","2002",28.5735099337748,23.7315789473684,0,0
"877","Zinc","2003",24.8527950310559,23.3079545454545,0,0
"878","Zinc","2004",48.8609625668449,88.4166666666667,0,0
"879","Zinc","2005",48.8768844221105,58.1041666666667,0,0
"880","Zinc","2006",31.2512820512821,59.1875,0,0
"881","Zinc","2007",43.292817679558,57.6041666666667,0,0
"882","Zinc","2008",10.1959183673469,11.26,0,0
"883","Zinc","2009",9.21935483870968,10.6291666666667,6.6,163.75
"884","Zinc","2010",14.0574755905512,12.5,25,183.25
"885","Zinc","2011",35.5009705426357,5.92083333333333,25,226.333333333333
"886","Zinc","2012",40.3377,5.85,25,23.075
"887","Zinc","2013",32.0530192307692,5.83333333333333,0,183.790833333333
"888","Zinc","2014",35.0534444444444,37.5,0,110.957142857143
"889","Zinc","2015",0,7.5,45.0833333333333,110.93
"890","Zinc","2016",1.80555555555556,2.61111111111111,0,0
