"","X","ID","X1.2.3.Trichlorobenzene","X1.2.4.Trichlorobenzene","Acenaphthene","Acenaphthylene","AGOC.3A","Alachlor","Aldrin","alpha.Hexachlorocyclohexane","Aluminium","Ammonium","Anionic.active.surfactants","Anthracene","AOX","Arsenic","Atrazine","Barium","Benzo.a.anthracene","Benzo.a.pyrene","Benzo.b.fluoranthene","Benzo.g.h.i.perylene","Benzo.k.fluoranthene","Berilium","beta.Hexaxchlorocyclohexane","Bicarbonates","Biochemical.Oxygen","Boron","Cadmium","Calcium","Carbonates","Cesium","Chemical.Oxygen.Demand..Cr.","Chemical.Oxygen.Demand..Mn.","Chlorides","Chlorodinine","Chromium","Chrysene","Copper","Cyanides","Dieldrin","Dissolved.organic.carbon","Dissolved.oxygen","Dissolved.silicates","Endosulfan..alpha.","Endosulfan..beta.","Endrin","Fecal.coliforms","Fecal.streptococci.","Fluoranthene","Fluorene","gamma.Hexachlorocyclohexane","Heptachlor","Heptachloroepoxide","Hexachlorobenzene","Indeno.1.2.3.c.d.pyrene","Inorganic.nitrogen","Iron","Isodrin","Lead","Macrozoobenthos","Magnesium","Manganese","Mercury","Methoxychlor","Methylosmoline","Metolachlor","Naphthalene","Nickel","Nitrates","Nitrites","Organic.nitrogen","Orthophosphate.phosphorus","Oxygen.saturation","p.p.DDD","p.p.DDE","p.p.DDT","PAHs","PCB.101","PCB.118","PCB.138","PCB.153","PCB.180","PCB.28","PCB.52","Pentachlorobenzene","Petroleum.hydrocarbons","Phenanthrene","Potassium","Pyrene","Selenium","Silica..SiO2.","Simazine","Sodium","Sulfides","Sulphates","Tetrachloromethane","Total.coliforms","Total.dissolved.phosphorus","Total.dissolved.salts","Total.extractable.matter","Total.hardness","Total.nitrogen","Total.organic.carbon","Total.phosphorus","Trifluralin","Water.temperature","Zinc"
"1667",1667,"Decha 12-Dec-09",0,0,0,0,0,0,0,0,0,-0.335294117647059,0.0344827586206896,0,0,0,0,0,0,0,0,0,0,0,0,0.0262996941896025,-0.119638826185102,0,0,-0.0109489051094889,0,0,-0.327292497281624,0.0185185185185185,0.525423728813559,0,0.0833333333333333,0,0,0,0,0,0.0852713178294573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433962264150943,0,0,0,0,0,0,0,-0.0347593582887702,0.0399999999999999,-0.699405825805517,-0.184210526315789,0.0664155796435789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265306122,0,0.611842105263158,0,-0.992391304347826,0,0.293706293706294,0,0,-0.358760107816712,0,-0.306451612903226,0,-0.104477611940299,0
"1668",1668,"Decha 12-Jul-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216949152542373,-0.0666666666666666,0,-0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222,0,0,0.995,0,0.590277777777778,0,0.125,0
"1669",1669,"Decha 12-Jun-15",0,0,0,0,0,0,0,0,0,2.10714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629001883239171,0.35,0,-0.411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.413793103448276,0,0,0
"1670",1670,"Decha 12-Jun-16",0,0,0,0,0,0,0,0,0,0.0576923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120622568093385,-0.538461538461538,0,0.333333333333333,0.191306369130637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.710335448776065,0,-0.568376068376068,0,0,0
"1671",1671,"Decha 12-Mar-15",0,0,0,0,0,0,0,0,0,-0.43140243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160471441523119,0.0999999999999999,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467289719626169,0,0,0
"1672",1672,"Decha 12-Oct-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144712430426716,0.166666666666667,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1333333333333,0,-0.377777777777778,0
"1673",1673,"Decha 12-Sep-16",0,0,0,0,0,0,0,0,0,-0.813084112149533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106194690265487,-0.4375,0,-0.75609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377587758775878,0,-0.517482517482517,0,0,0
"1674",1674,"Decha 13-Dec-13",0,0,0,0,0,0,0,0,0,-0.109004739336493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163636363636364,0,0.13953488372093,-0.236139040505602,0,0,1.256,-0.116666666666667,-0.520255996023363,0,-0.999930555555556,0,4.03829787234043,0,0,0,-0.0601503759398497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227649769585253,0,2.60824742268041,0,-0.576158940397351,-1.37761268637421,-0.846153846153846,0,0,0,0,-0.272988505747126,-0.361567635903919,-0.136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876056338028169,0,0,0,-0.665934065934066,0,0,1.1,0,-0.431192660550459,0,0.625,-0.392451114142792
"1675",1675,"Decha 13-Dec-14",0,0,0,0,0,0,0,0,0,0.121546961325967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571827057182705,-0.765432098765432,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0
"1676",1676,"Decha 13-Mar-16",0,0,0,0,0,0,0,0,0,-0.325581395348837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776923076923077,-0.738461538461539,0,0.344827586206896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179700499168053,0,-0.372448979591837,0,0,0
"1677",1677,"Decha 13-May-16",0,0,0,0,0,0,0,0,0,-0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261111111111111,-0.995833333333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.412379421221865,0,-0.490990990990991,0,0,0
"1678",1678,"Decha 13-Oct-11",0,0,0,0,0,0,0,0,0,2.21739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892857142857143,1,0,0,0.527149321266968,0,0,0.336956521739131,0.111111111111111,0,0,-0.0454545454545455,0,0,0,0,0,-0.0744680851063831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212569316081331,-0.525641025641026,0,255,-0.225346760402812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328571428571429,0,199,0,0.21264367816092,0,0,0,0,-0.193548387096774,0,-0.435897435897436,0
"1679",1679,"Decha 14-Feb-15",0,0,0,0,0,0,0,0,0,-0.540909090909091,0,0,0,0.785714285714286,0,0,0,0,0,0,0,0,0,-0.493113199637176,-0.4,0,1.45454545454545,-0.211352162641561,0,0,-0.123595505617978,-0.263157894736842,-0.584402297946014,0,0,0,1.72786177105832,0,0,0,-0.0888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281733746130031,0,0.397058823529412,0,0.929222144358795,-0.99718364337431,1.45,0,0,0,0,-0.288177339901478,-0.210013908205841,0,0,-0.0800000000000001,-0.00674157303370798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341726618705037,0,0,0,0,-0.114279318835339,0,-0.249551166965889,0,0,0,-0.337142857142857,0,0.0665067416659774,-0.5,0,-0.0303030303030303,0,1.6,0.0277620716951261
"1680",1680,"Decha 14-Jan-15",0,0,0,0,0,0,0,0,0,0.798029556650246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710059171597633,0,0,-0.615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
"1681",1681,"Decha 14-Jan-16",0,0,0,0,0,0,0,0,0,-0.212121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735714285714286,0.266666666666667,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315352697095436,0,0.145161290322581,0,0,0
"1682",1682,"Decha 14-May-15",0,0,0,0,0,0,0,0,0,-0.999591836734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.470985155195681,-0.538461538461538,0,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226666666666667,0,0,0
"1683",1683,"Decha 14-Nov-15",0,0,0,0,0,0,0,0,0,-0.646892655367232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420168067226891,-0.996428571428571,0,-0.242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2072,0,0.506172839506173,0,0,0
"1684",1684,"Decha 14-Oct-15",0,0,0,0,0,0,0,0,0,0.415094339622641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623145400593472,-0.0952380952380953,0,-0.998484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,0,0.175438596491228,0,0,0
"1685",1685,"Decha 14-Oct-16",0,0,0,0,0,0,0,0,0,0.451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574534161490684,-0.673469387755102,0,0,-0.158857142857143,0,0,0.0928571428571428,-0.578313253012048,-0.377380641794939,0,0,0,0,0,0,0,-0.0319148936170214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35714285714286,0,-0.999056603773585,0,0,0,0,0,0.708683473389356,0.583333333333333,0,0.380952380952381,-0.133543540758601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00354609929078007,0,0,0,0,-0.358625803262482,0,-0.813588850174216,0,0,0,-0.0645161290322581,0,-0.339966291523949,-0.0365025466893038,0,0.306930693069307,0,-0.218009478672986,0
"1686",1686,"Decha 15-Apr-11",0,0,0,0,0,0,0,0,0,-0.62962962962963,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.193389906208129,0.588235294117647,0,-0.466666666666667,0.0159999999999999,0,0,-0.1,-0.392857142857143,0.0456989247311827,0,0,0,-0.444602272727273,0,0,0,-0.217054263565892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,5.16363636363636,0,-0.150943396226415,-0.233480176211454,0,0,0,0,0,-0.999965517241379,-0.212021857923497,2.80952380952381,0,-0.0101010101010101,-0.107413606379837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16468253968254,0,0,0,0.329113924050633,0,0,0,0,-0.479166666666667,0,1.3,1.07258064516129
"1687",1687,"Decha 15-Apr-16",0,0,0,0,0,0,0,0,0,0.106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349879518072289,-0.176470588235294,0,0,0.488786658999425,0,0,0.0752089136490252,-0.340425531914894,0.295954385012218,0,0,0,0,0,0,0,0.0910910910910911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.343669250645995,0,0.631578947368421,0,0,0,0,0,0.135646687697161,0.263157894736842,0,0.090909090909091,0.165952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57372654155496,0,0,0,0,1.1440555394851,0,4.53333333333333,0,0,0,-0.027681660899654,0,0.141666666666667,0.0155102040816326,0,0.414012738853503,0,0.238095238095238,0
"1688",1688,"Decha 15-Dec-12",0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0077519379845,0,5699,-0.0621580214488946,0,0,257599,0.928902953586498,-0.480257856567284,0,0.133333333333333,0,94899,-0.376518218623482,0,0,0.127678571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12325581395349,0,111999,0,-0.292569659442724,1770.69525959368,0,0,0,0,0,41999,-0.0427807486631016,0.181818181818182,0,1.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555313533044613,0,0,0,-0.122448979591837,0,0,2.87543252595156,0,0.802631578947369,0,-0.625,1888999
"1689",1689,"Decha 15-Jun-13",0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540540540540541,0.909090909090909,0,-0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257510729613734,0,-0.734615384615385,0,-0.0829694323144104,0
"1690",1690,"Decha 15-May-14",0,0,0,0,0,0,0,0,0,-0.999684542586751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161825726141079,0,0,0,0,0,0,-0.659090909090909,0,0,0,0,0,0,0,0,0.306122448979592,-0.160438144329897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340751043115438,-0.375,0,-0.642857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165600568585643,0,0,0,0,0.342256214149139,0,0,0,0,0,0,0,0,0,0,-0.778947368421053,0,0.153846153846154,0
"1691",1691,"Decha 15-Sep-11",0,0,0,0,0,0,0,0,0,-0.292307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201691607026677,-0.208333333333333,0,0,-0.148362235067437,0,0,-0.163636363636364,-0.316,0.135467980295567,0,0.571428571428571,0,0,0,0,0,0.189873417721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69230769230769,0,0,0,0,0,0,0,-0.471163245356794,1.29411764705882,0,-0.998275862068965,0.116580036066617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304174950298211,0,-0.740740740740741,0,0.0740740740740741,0,0,0,0,-0.28735632183908,0,-0.152173913043478,0
"1692",1692,"Decha 16-Aug-14",0,0,0,0,0,0,0,0,0,-0.164179104477612,0,0,0,0.409574468085106,0,0,0,0,0,0,0,0,0,0,2.06666666666667,0,-0.99952380952381,0,0,0,0.445606694560669,-0.3375,0,0,13699,0,-0.0630630630630631,0,0,0,-0.0379746835443039,-0.0445829338446787,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247600767754319,0,-0.144736842105263,0,0,-1.07944314105671,0,0,0,0,0,-0.520348837209302,1.76168224299065,0.333333333333333,0,0,-0.128028476288897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423728813559322,0,-0.253731343283582,-0.476138996138996
"1693",1693,"Decha 16-Dec-10",0,0,0,0,0,0,0,0,0,0.193939393939394,-0.365384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133333333333333,0,0,0.00150375939849616,0,0,0.232,0.173333333333333,-0.520863309352518,0,-0.375,0,0,3.44,0,0,-0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169176262178919,0,0,3.86363636363636,0,0.367741935483871,0,0,0,0,0,0,0,-0.231991525423729,-0.2,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769749377106844,0,0,0,-0.422976501305483,0,0,0,0,3.19230769230769,0,0.133333333333333,0
"1694",1694,"Decha 16-Dec-16",0,0,0,0,0,0,0,0,0,1.86315789473684,-0.999090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.266886326194399,0,0,0,0.068680261639092,0,0,0.228070175438596,0.266666666666667,0.185417976115651,0,0,0,0,0,0,0,0.0413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200302343159486,0,0,0,0,0,0,0,1.86392405063291,-0.230769230769231,0,-0.417910447761194,-0.0419984831247631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263888888888889,0,0,0,0,-0.477312810646144,0,2.76635514018692,0,0,0,0.425287356321839,0,0.682701812191104,0.781983345950038,0,-0.380710659898477,0,-0.340659340659341,0
"1695",1695,"Decha 16-Feb-14",0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315533980582524,0.0277777777777778,0,0,-0.0161714930424972,0,0,0.176,0.0270270270270269,0.289427312775331,0,0,0,0,0,0,0,-0.151724137931034,1.84333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625000000000001,-0.507692307692308,0,0,0,0,0,0,-0.0246406570841889,-0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049645390070922,0,0,0,0,0.0123132490559842,0,-0.378378378378378,0,0,0,0.0625,0,0,0,0,0.214285714285714,0,0,0
"1696",1696,"Decha 16-Jul-10",0,0,0,0,0,0,0,0,0,0.591304347826087,0.516129032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962962962962963,0,0,0.215686274509804,0,0,-0.481447124304267,-0.484472049689441,0.0884741416156149,0,0,0,0,0.363470319634703,0,0,0.152173913043478,0.585042219541617,0,0,0,0,0,0,0,0,0,0,0,0,-0.39546783625731,0,0,0,0,-0.231388329979879,0,0,0,0,0,0,0,-0.48705501618123,-0.411764705882353,0,-0.541666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.727437056165268,0,0,0,-0.34765625,0,0,-0.247813411078717,0,-0.145161290322581,0,-0.0102564102564102,0
"1697",1697,"Decha 16-Mar-12",0,0,0,0,0,0,0,0,0,-0.169665809768638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.624561403508772,0,0,0.239314474499277,0,0,-0.388607594936709,-0.168539325842697,0.909169800404975,0,0.166666666666667,0,621999,0.0949292452830189,0,0,-0.0920289855072465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162790697674419,0,0,0,0.407939189189189,938.702127659574,0,0,0,0,0,29999,0.235521235521236,-0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220690276651347,0,0,0,0.46875,0,0,0,0,-0.708333333333333,0,1,0
"1698",1698,"Decha 16-Sep-10",0,0,0,0,0,0,0,0,0,0.166666666666667,0.0322580645161291,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29038854805726,0,0,0.366,0,0,0.463636363636364,-0.106849315068493,0.147040878584503,0,0.0714285714285714,0,0.00869565217391299,0,0,0,-0.318518518518519,-0.285388127853881,0,0,0,0,0,0,0,0,0,0,0,0,0.0291479820627803,2.05,0,0,0,0.164893617021276,0.920335429769392,0,0,0,0,0,2.83838383838384,-0.0169491525423728,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422601530311948,0,0,0,-0.170854271356784,0,0,0.367829457364341,0,-0.2,0,-0.305555555555556,-0.107913669064748
"1699",1699,"Decha 17-Apr-10",0,0,0,0,0,0,0,0,0,0.0711610486891384,0.148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.518518518518518,0,0,-0.301646862622472,0,0,-0.625651041666667,0.834545454545454,-0.416897506925208,0,0,0,-0.523690773067332,0.215834118755891,0,0,0.00826446280991733,-0.0071572580645161,0,0,0,0,0,0,0,0,0,0,0,0,-0.119755244755245,0,0,0,0,-0.333333333333333,0,0,0,0,0,0,-0.824,-0.179398148148148,-0.0769230769230769,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5650912106136,0,0,0,0.024390243902439,0,0,0.166666666666667,0,1.07272727272727,0,1.47175141242938,-0.218181818181818
"1700",1700,"Decha 17-Aug-09",0,0,0,0,0,0,0,0,0,3.6578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316176470588236,0.631578947368421,0,0,0.114345114345114,0,0,0.354552183567728,-0.314285714285714,0.936708860759494,0,0,0,0,0,0,0,0.0410256410256409,-0.0660792951541849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423728,0,0,0,0,0,0,0,0.736486486486487,0.230769230769231,0.698501600232761,-0.428571428571429,-0.0657145710576251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.771428571428571,0,0,0,-0.9,0,0.75,0,0,0.715210355987055,0,3.28571428571429,0,-0.239130434782609,0
"1701",1701,"Decha 17-Aug-12",0,0,0,0,0,0,0,0,0,-0.999047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381395348837209,0,0,0.692272202998847,0,0,-0.227150537634409,-0.811320754716981,-0.0530222693531283,0,-0.15,0,0,-0.320226591136288,0,0,-0.00450450450450461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324324324324324,0,0,0,-0.790739261119355,0,0,0,0,0,0,0,-0.172043010752688,-0.56,0,-0.150943396226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172003021674705,0,0,0,-0.204918032786885,0,0,-0.444205157268348,0,0.0189873417721519,0,0.112903225806451,0
"1702",1702,"Decha 17-Dec-11",0,0,0,0,0,0,0,0,0,0.541666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550167224080268,-0.184210526315789,0,0,0.0640000000000001,0,0,0.551807228915663,-0.287925696594427,2.21052631578947,0,-0.0869565217391304,0,0,0,0,0,1.04615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434782608695652,0,0,0,0,0,0,0,0.130311614730878,0.0666666666666667,0,0,0.662764675503529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378486055776892,0,0.236111111111111,0,0.340740740740741,0,0,0,0,0.128048780487805,0,-0.888888888888889,0
"1703",1703,"Decha 17-Dec-15",0,0,0,0,0,0,0,0,0,0.225247524752475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47368421052632,0,0,0.217970832679944,0,0,-0.202702702702703,0,0,0,0,0,0,0,0,0,0.362745098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353982300885011,0.692015209125475,0,0,0,0,0,0,0.86046511627907,0.153846153846154,0,-0.469387755102041,0.221569734613213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241573033707865,0,0,0,0,0.575455650060753,0,0,0,0,0,0,0,0,0.401162790697675,0,0,0,-0.477777777777778,0
"1704",1704,"Decha 17-Feb-09",0,0,0,0,0,0,0,0,0,-0.871632329635499,0,0,0,-0.753694581280788,0,0,0,0,0,0,0,0,0,0,-0.106382978723404,0,0,0,0,0,0.818181818181818,-0.578030303030303,0,0,0,0,-0.97,0,0,0,-0.0121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.857142857142857,0,0,0,0,3.8,0,0,0,0,0,0,0.271062271062271,-0.133333333333333,0,0,-0.0325324857436665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156862745098039,-0.819620253164557
"1705",1705,"Decha 17-Feb-12",0,0,0,0,0,0,0,0,0,0.193251533742331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71428571428571,0,0,-0.0255533199195172,0,0,1.63333333333333,1.17073170731707,-0.422003009530179,0,0.0909090909090909,0,0,-0.212993039443155,0,0,0.0454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34375,0,0,0,2.20867208672087,0,0,0,0,0,0,0,-0.429515418502203,0.0416666666666667,0,1.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222528935347364,0,0,0,-0.36,0,0,0,0,4.48571428571428,0,0,0
"1706",1706,"Decha 17-Feb-13",0,0,0,0,0,0,0,0,0,-0.382932166301969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484496124031008,0,1.96666666666667,0.115855792789639,0,0,0.2,0,0.334773840391818,0,1.25941422594142,0,0.591471801925722,0,0,0,0.0723370429252782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97665694039183,0,0.421370967741935,0,0.0551558752997602,3.29449550688489,0,0,0,0,0,1.00187891440501,-0.468511450381679,1,0,-0.394736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372554002541296,0,0,0,2.20779220779221,0,0,0,0,-0.773076923076923,0,0,1.54418504726439
