"","location","Year","measure","mean_v","min_v","max_v","range"
"3424","Kannika","2014","Aluminium",0,0,0,"0 , 0 , 0"
"3425","Kannika","2014","Ammonium",0.186875,0.03744,0.34398,"0.03744 , 0.186875 , 0.34398"
"3426","Kannika","2014","Anionic active surfactants",0,0,0,"0 , 0 , 0"
"3427","Kannika","2014","Arsenic",1.59047619047619,1.4,1.9,"1.4 , 1.59047619047619 , 1.9"
"3428","Kannika","2014","Atrazine",0,0,0,"0 , 0 , 0"
"3429","Kannika","2014","Bicarbonates",170.930833333333,131.15,229.4,"131.15 , 170.930833333333 , 229.4"
"3430","Kannika","2014","Biochemical Oxygen",1.775,0.82,3.37,"0.82 , 1.775 , 3.37"
"3431","Kannika","2014","Cadmium",0.0256190476190476,0,0.278,"0 , 0.0256190476190476 , 0.278"
"3432","Kannika","2014","Calcium",49.0027777777778,36.07,68.09,"36.07 , 49.0027777777778 , 68.09"
"3433","Kannika","2014","Chemical Oxygen Demand (Cr)",16.6063888888889,6.95,23.04,"6.95 , 16.6063888888889 , 23.04"
"3434","Kannika","2014","Chemical Oxygen Demand (Mn)",4.06152777777778,2.11,11.83,"2.11 , 4.06152777777778 , 11.83"
"3435","Kannika","2014","Chlorides",23.8655555555556,17.23,38.6,"17.23 , 23.8655555555556 , 38.6"
"3436","Kannika","2014","Chlorodinine",0.2381875,0.201,0.287,"0.201 , 0.2381875 , 0.287"
"3437","Kannika","2014","Chromium",1.04242857142857,0,2.9,"0 , 1.04242857142857 , 2.9"
"3438","Kannika","2014","Copper",14.7928095238095,1.9,34.95,"1.9 , 14.7928095238095 , 34.95"
"3439","Kannika","2014","Dissolved oxygen",9.35055555555556,7.31,12.91,"7.31 , 9.35055555555556 , 12.91"
"3440","Kannika","2014","gamma-Hexachlorocyclohexane",0,0,0,"0 , 0 , 0"
"3441","Kannika","2014","Iron",0.4907,0.076,0.93,"0.076 , 0.4907 , 0.93"
"3442","Kannika","2014","Lead",2.50719047619048,0.75,4.352,"0.75 , 2.50719047619048 , 4.352"
"3443","Kannika","2014","Macrozoobenthos",36.3933333333333,32.46,42.79,"32.46 , 36.3933333333333 , 42.79"
"3444","Kannika","2014","Magnesium",13.0836111111111,8.75,22.17,"8.75 , 13.0836111111111 , 22.17"
"3445","Kannika","2014","Manganese",0.0163555555555556,0,0.134,"0 , 0.0163555555555556 , 0.134"
"3446","Kannika","2014","Mercury",0.0124444444444444,0,0.05,"0 , 0.0124444444444444 , 0.05"
"3447","Kannika","2014","Methylosmoline",0.3010625,0.252,0.371,"0.252 , 0.3010625 , 0.371"
"3448","Kannika","2014","Nickel",1.13352380952381,0,2.44,"0 , 1.13352380952381 , 2.44"
"3449","Kannika","2014","Nitrates",1.02978972222222,0.43957,1.78992,"0.43957 , 1.02978972222222 , 1.78992"
"3450","Kannika","2014","Nitrites",0.02257,0.0109,0.04104,"0.0109 , 0.02257 , 0.04104"
"3451","Kannika","2014","Orthophosphate-phosphorus",0.0325975,0,0.05868,"0 , 0.0325975 , 0.05868"
"3452","Kannika","2014","p,p-DDT",0,0,0,"0 , 0 , 0"
"3453","Kannika","2014","Petroleum hydrocarbons",0,0,0,"0 , 0 , 0"
"3454","Kannika","2014","Potassium",2.88333333333333,2.2,4,"2.2 , 2.88333333333333 , 4"
"3455","Kannika","2014","Sodium",18.2722222222222,12.5,30.5,"12.5 , 18.2722222222222 , 30.5"
"3456","Kannika","2014","Sulphates",33.6041666666667,28.21,47,"28.21 , 33.6041666666667 , 47"
"3457","Kannika","2014","Total dissolved salts",257.244444444444,152.5,371.8,"152.5 , 257.244444444444 , 371.8"
"3458","Kannika","2014","Total extractable matter",25,25,25,"25 , 25 , 25"
"3459","Kannika","2014","Total hardness",175.818055555556,131.72,260.6,"131.72 , 175.818055555556 , 260.6"
"3460","Kannika","2014","Total nitrogen",1.79799230769231,1.0176,2.64,"1.0176 , 1.79799230769231 , 2.64"
"3461","Kannika","2014","Total phosphorus",0.08825,0.052,0.137,"0.052 , 0.08825 , 0.137"
"3462","Kannika","2014","Water temperature",16.7583333333333,4,27.2,"4 , 16.7583333333333 , 27.2"
"3463","Kannika","2014","Zinc",37.5,37.5,37.5,"37.5 , 37.5 , 37.5"
"3464","Kannika","2015","AGOC-3A",0.354259259259259,0.253,1.825,"0.253 , 0.354259259259259 , 1.825"
"3465","Kannika","2015","Ammonium",0.159666666666667,0.04,0.322,"0.04 , 0.159666666666667 , 0.322"
"3466","Kannika","2015","Anionic active surfactants",0,0,0,"0 , 0 , 0"
"3467","Kannika","2015","Arsenic",1.89166666666667,1.5,2.2,"1.5 , 1.89166666666667 , 2.2"
"3468","Kannika","2015","Atrazine",0,0,0,"0 , 0 , 0"
"3469","Kannika","2015","Bicarbonates",182.135833333333,158.6,208.01,"158.6 , 182.135833333333 , 208.01"
"3470","Kannika","2015","Biochemical Oxygen",1.87333333333333,0.59,3.41,"0.59 , 1.87333333333333 , 3.41"
"3471","Kannika","2015","Cadmium",0.0147222222222222,0,0.34,"0 , 0.0147222222222222 , 0.34"
"3472","Kannika","2015","Calcium",51.9097222222222,41.27,60.92,"41.27 , 51.9097222222222 , 60.92"
"3473","Kannika","2015","Chemical Oxygen Demand (Cr)",13.8591666666667,8.54,29.29,"8.54 , 13.8591666666667 , 29.29"
"3474","Kannika","2015","Chemical Oxygen Demand (Mn)",4.32333333333333,3.13,5.77,"3.13 , 4.32333333333333 , 5.77"
"3475","Kannika","2015","Chlorides",23.6286111111111,16.06,31.9,"16.06 , 23.6286111111111 , 31.9"
"3476","Kannika","2015","Chlorodinine",0.246740740740741,0.202,0.298,"0.202 , 0.246740740740741 , 0.298"
"3477","Kannika","2015","Chromium",1.82325,0,4.73,"0 , 1.82325 , 4.73"
"3478","Kannika","2015","Copper",10.5470833333333,4.7,35.43,"4.7 , 10.5470833333333 , 35.43"
"3479","Kannika","2015","Dissolved oxygen",9.94222222222222,7.45,12.86,"7.45 , 9.94222222222222 , 12.86"
"3480","Kannika","2015","gamma-Hexachlorocyclohexane",0,0,0,"0 , 0 , 0"
"3481","Kannika","2015","Iron",0.719483870967742,0.05,2.38,"0.05 , 0.719483870967742 , 2.38"
"3482","Kannika","2015","Lead",1.68333333333333,0.5,4.45,"0.5 , 1.68333333333333 , 4.45"
"3483","Kannika","2015","Magnesium",14.2644444444444,10.7,20.71,"10.7 , 14.2644444444444 , 20.71"
"3484","Kannika","2015","Manganese",0.0131212121212121,0,0.176,"0 , 0.0131212121212121 , 0.176"
"3485","Kannika","2015","Mercury",0.01125,0,0.089,"0 , 0.01125 , 0.089"
"3486","Kannika","2015","Methylosmoline",0.308259259259259,0.253,0.348,"0.253 , 0.308259259259259 , 0.348"
"3487","Kannika","2015","Nickel",2.36388888888889,2,6.47,"2 , 2.36388888888889 , 6.47"
"3488","Kannika","2015","Nitrates",1.23977777777778,0.73,1.808,"0.73 , 1.23977777777778 , 1.808"
"3489","Kannika","2015","Nitrites",0.0219166666666667,0.01,0.051,"0.01 , 0.0219166666666667 , 0.051"
"3490","Kannika","2015","Orthophosphate-phosphorus",0.0425833333333333,0.017,0.067,"0.017 , 0.0425833333333333 , 0.067"
"3491","Kannika","2015","Oxygen saturation",93.1152777777778,83.61,111.01,"83.61 , 93.1152777777778 , 111.01"
"3492","Kannika","2015","p,p-DDT",0,0,0,"0 , 0 , 0"
"3493","Kannika","2015","Petroleum hydrocarbons",0.0839222222222222,0,0.3748,"0 , 0.0839222222222222 , 0.3748"
"3494","Kannika","2015","Potassium",2.72857142857143,2.3,3.2,"2.3 , 2.72857142857143 , 3.2"
"3495","Kannika","2015","Sodium",17.5666666666667,14.9,22.6,"14.9 , 17.5666666666667 , 22.6"
"3496","Kannika","2015","Sulphates",31.4291666666667,24.56,39,"24.56 , 31.4291666666667 , 39"
"3497","Kannika","2015","Total dissolved phosphorus",0.0628055555555556,0.038,0.092,"0.038 , 0.0628055555555556 , 0.092"
"3498","Kannika","2015","Total dissolved salts",233.602777777778,196,274.8,"196 , 233.602777777778 , 274.8"
"3499","Kannika","2015","Total hardness",187.888777777778,158.954,217.694,"158.954 , 187.888777777778 , 217.694"
"3500","Kannika","2015","Total nitrogen",1.87961764705882,1.06,2.9,"1.06 , 1.87961764705882 , 2.9"
"3501","Kannika","2015","Total phosphorus",0.0938888888888889,0.053,0.149,"0.053 , 0.0938888888888889 , 0.149"
"3502","Kannika","2015","Water temperature",13.5361111111111,2.5,27.4,"2.5 , 13.5361111111111 , 27.4"
"3503","Kannika","2016","AGOC-3A",0.249333333333333,0.001,4.436,"0.001 , 0.249333333333333 , 4.436"
"3504","Kannika","2016","Ammonium",0.0882777777777778,0,0.185,"0 , 0.0882777777777778 , 0.185"
"3505","Kannika","2016","Anionic active surfactants",0,0,0,"0 , 0 , 0"
"3506","Kannika","2016","Arsenic",2.22222222222222,1.4,2.9,"1.4 , 2.22222222222222 , 2.9"
"3507","Kannika","2016","Atrazine",0,0,0,"0 , 0 , 0"
"3508","Kannika","2016","Bicarbonates",187.894722222222,150.06,219.6,"150.06 , 187.894722222222 , 219.6"
"3509","Kannika","2016","Biochemical Oxygen",1.70638888888889,0.6,3,"0.6 , 1.70638888888889 , 3"
"3510","Kannika","2016","Cadmium",0.0458333333333333,0,0.35,"0 , 0.0458333333333333 , 0.35"
"3511","Kannika","2016","Calcium",57.9605555555556,48.34,67.67,"48.34 , 57.9605555555556 , 67.67"
"3512","Kannika","2016","Chemical Oxygen Demand (Cr)",13.4136111111111,6.73,22.84,"6.73 , 13.4136111111111 , 22.84"
"3513","Kannika","2016","Chemical Oxygen Demand (Mn)",4.15138888888889,3.52,4.92,"3.52 , 4.15138888888889 , 4.92"
"3514","Kannika","2016","Chlorides",23.1036111111111,15.92,32.5,"15.92 , 23.1036111111111 , 32.5"
"3515","Kannika","2016","Chlorodinine",0.0252727272727273,0.002,0.058,"0.002 , 0.0252727272727273 , 0.058"
"3516","Kannika","2016","Chromium",2.20444444444444,0.65,7.15,"0.65 , 2.20444444444444 , 7.15"
"3517","Kannika","2016","Copper",8.80555555555556,3.82,18.37,"3.82 , 8.80555555555556 , 18.37"
"3518","Kannika","2016","Dissolved oxygen",9.68388888888889,5.49,13.72,"5.49 , 9.68388888888889 , 13.72"
"3519","Kannika","2016","gamma-Hexachlorocyclohexane",0,0,0,"0 , 0 , 0"
"3520","Kannika","2016","Lead",1.66722222222222,0,3.99,"0 , 1.66722222222222 , 3.99"
"3521","Kannika","2016","Magnesium",12.6738888888889,7.3,20.43,"7.3 , 12.6738888888889 , 20.43"
"3522","Kannika","2016","Mercury",0.00221875,0,0.038,"0 , 0.00221875 , 0.038"
"3523","Kannika","2016","Methylosmoline",0.0293333333333333,0.002,0.06,"0.002 , 0.0293333333333333 , 0.06"
"3524","Kannika","2016","Nickel",2.40833333333333,0,6.14,"0 , 2.40833333333333 , 6.14"
"3525","Kannika","2016","Nitrates",1.17177777777778,0.549,1.831,"0.549 , 1.17177777777778 , 1.831"
"3526","Kannika","2016","Nitrites",0.0194722222222222,0.009,0.025,"0.009 , 0.0194722222222222 , 0.025"
"3527","Kannika","2016","Orthophosphate-phosphorus",0.0515833333333333,0.024,0.064,"0.024 , 0.0515833333333333 , 0.064"
"3528","Kannika","2016","Oxygen saturation",88.6196666666667,67.8,99.77,"67.8 , 88.6196666666667 , 99.77"
"3529","Kannika","2016","p,p-DDT",0,0,0,"0 , 0 , 0"
"3530","Kannika","2016","Petroleum hydrocarbons",0.1532,0,0.5333,"0 , 0.1532 , 0.5333"
"3531","Kannika","2016","Potassium",3.26666666666667,3.2,3.4,"3.2 , 3.26666666666667 , 3.4"
"3532","Kannika","2016","Sodium",21.3333333333333,21.3,21.4,"21.3 , 21.3333333333333 , 21.4"
"3533","Kannika","2016","Sulphates",30.1713888888889,19.36,47.89,"19.36 , 30.1713888888889 , 47.89"
"3534","Kannika","2016","Total dissolved phosphorus",0.08225,0.07,0.108,"0.07 , 0.08225 , 0.108"
"3535","Kannika","2016","Total dissolved salts",248.416666666667,192.8,287.3,"192.8 , 248.416666666667 , 287.3"
"3536","Kannika","2016","Total hardness",195.448888888889,147.918,247.598,"147.918 , 195.448888888889 , 247.598"
"3537","Kannika","2016","Total nitrogen",1.70361111111111,1.31,2.32,"1.31 , 1.70361111111111 , 2.32"
"3538","Kannika","2016","Total phosphorus",0.121583333333333,0.076,0.189,"0.076 , 0.121583333333333 , 0.189"
"3539","Kannika","2016","Water temperature",13.6833333333333,1.4,26.5,"1.4 , 13.6833333333333 , 26.5"
"3540","Kannika","2016","Zinc",1.80555555555556,0,26,"0 , 1.80555555555556 , 26"
"3541","Kohsoom","1998","Ammonium",2.96333333333333,0.34,14.2,"0.34 , 2.96333333333333 , 14.2"
"3542","Kohsoom","1998","AOX",0,0,0,"0 , 0 , 0"
"3543","Kohsoom","1998","Arsenic",0,0,0,"0 , 0 , 0"
"3544","Kohsoom","1998","Atrazine",0,0,0,"0 , 0 , 0"
"3545","Kohsoom","1998","Biochemical Oxygen",28,4.8,62.5,"4.8 , 28 , 62.5"
"3546","Kohsoom","1998","Cadmium",8.75333333333333,0,45.6,"0 , 8.75333333333333 , 45.6"
"3547","Kohsoom","1998","Calcium",65.4333333333333,53,78,"53 , 65.4333333333333 , 78"
"3548","Kohsoom","1998","Cesium",0,0,0,"0 , 0 , 0"
"3549","Kohsoom","1998","Chemical Oxygen Demand (Cr)",7.83333333333333,0,17.6,"0 , 7.83333333333333 , 17.6"
"3550","Kohsoom","1998","Chemical Oxygen Demand (Mn)",9.85,8,12,"8 , 9.85 , 12"
"3551","Kohsoom","1998","Chlorides",72.2833333333333,57,83,"57 , 72.2833333333333 , 83"
"3552","Kohsoom","1998","Chromium",15.8333333333333,0,39,"0 , 15.8333333333333 , 39"
"3553","Kohsoom","1998","Copper",34.6666666666667,0,108,"0 , 34.6666666666667 , 108"
"3554","Kohsoom","1998","Dissolved oxygen",5.98333333333333,2.4,9.8,"2.4 , 5.98333333333333 , 9.8"
"3555","Kohsoom","1998","Fecal coliforms",0,0,0,"0 , 0 , 0"
"3556","Kohsoom","1998","gamma-Hexachlorocyclohexane",0.001,0,0.002,"0 , 0.001 , 0.002"
"3557","Kohsoom","1998","Iron",3.02166666666667,0.01,14.31,"0.01 , 3.02166666666667 , 14.31"
"3558","Kohsoom","1998","Lead",51.3333333333333,0,92,"0 , 51.3333333333333 , 92"
"3559","Kohsoom","1998","Macrozoobenthos",0.883333333333333,0,2.8,"0 , 0.883333333333333 , 2.8"
"3560","Kohsoom","1998","Magnesium",19.4333333333333,12.6,27,"12.6 , 19.4333333333333 , 27"
"3561","Kohsoom","1998","Manganese",0.200666666666667,0,0.64,"0 , 0.200666666666667 , 0.64"
"3562","Kohsoom","1998","Mercury",0,0,0,"0 , 0 , 0"
"3563","Kohsoom","1998","Nickel",21.8333333333333,0,63,"0 , 21.8333333333333 , 63"
"3564","Kohsoom","1998","Nitrates",1.61166666666667,0.24,2.86,"0.24 , 1.61166666666667 , 2.86"
"3565","Kohsoom","1998","Nitrites",0.0283333333333333,0.02,0.05,"0.02 , 0.0283333333333333 , 0.05"
"3566","Kohsoom","1998","Orthophosphate-phosphorus",0.328333333333333,0.1,0.7,"0.1 , 0.328333333333333 , 0.7"
"3567","Kohsoom","1998","p,p-DDT",0.003,0,0.006,"0 , 0.003 , 0.006"
"3568","Kohsoom","1998","Potassium",7.275,5.4,9.35,"5.4 , 7.275 , 9.35"
"3569","Kohsoom","1998","Sodium",41.8,14.8,50,"14.8 , 41.8 , 50"
"3570","Kohsoom","1998","Sulphates",65.8333333333333,53.5,76,"53.5 , 65.8333333333333 , 76"
"3571","Kohsoom","1998","Total coliforms",0,0,0,"0 , 0 , 0"
"3572","Kohsoom","1998","Total phosphorus",0.488333333333333,0.18,0.96,"0.18 , 0.488333333333333 , 0.96"
"3573","Kohsoom","1998","Water temperature",16.0333333333333,4.4,25,"4.4 , 16.0333333333333 , 25"
"3574","Kohsoom","1998","Zinc",177.5,0,356,"0 , 177.5 , 356"
"3575","Kohsoom","1999","Ammonium",1.595,0.24,5.5,"0.24 , 1.595 , 5.5"
"3576","Kohsoom","1999","Bicarbonates",227.333333333333,189,268,"189 , 227.333333333333 , 268"
"3577","Kohsoom","1999","Biochemical Oxygen",6.80666666666667,4.6,10.6,"4.6 , 6.80666666666667 , 10.6"
"3578","Kohsoom","1999","Cadmium",3.66142857142857,0,13.27,"0 , 3.66142857142857 , 13.27"
"3579","Kohsoom","1999","Calcium",71.5,59,88,"59 , 71.5 , 88"
"3580","Kohsoom","1999","Chemical Oxygen Demand (Cr)",19.2888888888889,10.4,25.8,"10.4 , 19.2888888888889 , 25.8"
"3581","Kohsoom","1999","Chemical Oxygen Demand (Mn)",9.1,6.4,16.4,"6.4 , 9.1 , 16.4"
"3582","Kohsoom","1999","Chlorides",80.4083333333333,41.5,130.4,"41.5 , 80.4083333333333 , 130.4"
"3583","Kohsoom","1999","Chromium",20.45,3,46,"3 , 20.45 , 46"
"3584","Kohsoom","1999","Copper",27.7714285714286,8,55,"8 , 27.7714285714286 , 55"
"3585","Kohsoom","1999","Dissolved oxygen",5.65,2.3,9.7,"2.3 , 5.65 , 9.7"
"3586","Kohsoom","1999","Fecal coliforms",3.47846,0.0045,16,"0.0045 , 3.47846 , 16"
"3587","Kohsoom","1999","Fecal streptococci ",0.1226,0.0078,0.33,"0.0078 , 0.1226 , 0.33"
"3588","Kohsoom","1999","gamma-Hexachlorocyclohexane",0.0475916666666667,0.0011,0.17,"0.0011 , 0.0475916666666667 , 0.17"
"3589","Kohsoom","1999","Iron",1.35583333333333,0.19,4.51,"0.19 , 1.35583333333333 , 4.51"
"3590","Kohsoom","1999","Lead",31.515,2,87,"2 , 31.515 , 87"
"3591","Kohsoom","1999","Macrozoobenthos",2.35,2.2,2.8,"2.2 , 2.35 , 2.8"
"3592","Kohsoom","1999","Magnesium",19.3083333333333,11.4,24.6,"11.4 , 19.3083333333333 , 24.6"
"3593","Kohsoom","1999","Manganese",51.4682142857143,0.005,368,"0.005 , 51.4682142857143 , 368"
"3594","Kohsoom","1999","Nickel",28.55,27.8,29.3,"27.8 , 28.55 , 29.3"
"3595","Kohsoom","1999","Nitrates",2.38,0.19,5.4,"0.19 , 2.38 , 5.4"
"3596","Kohsoom","1999","Nitrites",0.0491666666666667,0.01,0.08,"0.01 , 0.0491666666666667 , 0.08"
"3597","Kohsoom","1999","Orthophosphate-phosphorus",0.101666666666667,0.02,0.23,"0.02 , 0.101666666666667 , 0.23"
"3598","Kohsoom","1999","p,p-DDT",0.107333333333333,0,0.43,"0 , 0.107333333333333 , 0.43"
"3599","Kohsoom","1999","Potassium",6.78333333333333,4.2,7.9,"4.2 , 6.78333333333333 , 7.9"
"3600","Kohsoom","1999","Sodium",40.775,18.1,62.4,"18.1 , 40.775 , 62.4"
"3601","Kohsoom","1999","Sulphates",69.1583333333333,53,89,"53 , 69.1583333333333 , 89"
"3602","Kohsoom","1999","Total coliforms",13.198,0.39,35,"0.39 , 13.198 , 35"
"3603","Kohsoom","1999","Total extractable matter",0.1,0.1,0.1,"0.1 , 0.1 , 0.1"
"3604","Kohsoom","1999","Total phosphorus",0.17,0.04,0.42,"0.04 , 0.17 , 0.42"
"3605","Kohsoom","1999","Water temperature",14.6083333333333,3.3,27,"3.3 , 14.6083333333333 , 27"
"3606","Kohsoom","1999","Zinc",157.25,18,465,"18 , 157.25 , 465"
"3607","Kohsoom","2000","Ammonium",1.96583333333333,0.58,3.4,"0.58 , 1.96583333333333 , 3.4"
"3608","Kohsoom","2000","Anionic active surfactants",0.13,0.09,0.2,"0.09 , 0.13 , 0.2"
"3609","Kohsoom","2000","Atrazine",0.055,0.04,0.08,"0.04 , 0.055 , 0.08"
"3610","Kohsoom","2000","Bicarbonates",213.25,128,256,"128 , 213.25 , 256"
"3611","Kohsoom","2000","Biochemical Oxygen",5.90833333333333,4,8.2,"4 , 5.90833333333333 , 8.2"
"3612","Kohsoom","2000","Cadmium",1.81,0.48,8,"0.48 , 1.81 , 8"
"3613","Kohsoom","2000","Calcium",72.6083333333333,54,85,"54 , 72.6083333333333 , 85"
"3614","Kohsoom","2000","Chemical Oxygen Demand (Cr)",16.4166666666667,11.6,20.4,"11.6 , 16.4166666666667 , 20.4"
"3615","Kohsoom","2000","Chemical Oxygen Demand (Mn)",7.34166666666667,5.6,10.4,"5.6 , 7.34166666666667 , 10.4"
"3616","Kohsoom","2000","Chlorides",60.2833333333333,39,79.9,"39 , 60.2833333333333 , 79.9"
"3617","Kohsoom","2000","Chromium",19.2892857142857,2,51,"2 , 19.2892857142857 , 51"
"3618","Kohsoom","2000","Copper",24.3757142857143,2,71.22,"2 , 24.3757142857143 , 71.22"
"3619","Kohsoom","2000","Dissolved oxygen",6.65,3,9,"3 , 6.65 , 9"
"3620","Kohsoom","2000","Fecal coliforms",0.827,0.02,3.6,"0.02 , 0.827 , 3.6"
"3621","Kohsoom","2000","Fecal streptococci ",0.0136666666666667,0.002,0.04,"0.002 , 0.0136666666666667 , 0.04"
"3622","Kohsoom","2000","gamma-Hexachlorocyclohexane",0.0516666666666667,0.01,0.12,"0.01 , 0.0516666666666667 , 0.12"
"3623","Kohsoom","2000","Iron",1.25166666666667,0.29,2.53,"0.29 , 1.25166666666667 , 2.53"
"3624","Kohsoom","2000","Lead",38.1178571428571,12,96,"12 , 38.1178571428571 , 96"
"3625","Kohsoom","2000","Macrozoobenthos",2.18666666666667,1.95,2.5,"1.95 , 2.18666666666667 , 2.5"
"3626","Kohsoom","2000","Magnesium",22.55,13.5,27,"13.5 , 22.55 , 27"
"3627","Kohsoom","2000","Manganese",72.0357142857143,0.06,575,"0.06 , 72.0357142857143 , 575"
"3628","Kohsoom","2000","Nitrates",2.57083333333333,0.41,4.4,"0.41 , 2.57083333333333 , 4.4"
"3629","Kohsoom","2000","Nitrites",0.0608333333333333,0.02,0.1,"0.02 , 0.0608333333333333 , 0.1"
"3630","Kohsoom","2000","Orthophosphate-phosphorus",0.1525,0.08,0.2,"0.08 , 0.1525 , 0.2"
"3631","Kohsoom","2000","p,p-DDT",0.0916666666666667,0.01,0.38,"0.01 , 0.0916666666666667 , 0.38"
"3632","Kohsoom","2000","Potassium",6.35833333333333,3.9,10.5,"3.9 , 6.35833333333333 , 10.5"
"3633","Kohsoom","2000","Sodium",35.7916666666667,23.2,48,"23.2 , 35.7916666666667 , 48"
"3634","Kohsoom","2000","Sulphates",88.9416666666667,54.1,119,"54.1 , 88.9416666666667 , 119"
"3635","Kohsoom","2000","Total coliforms",7.57454545454545,0.02,16,"0.02 , 7.57454545454545 , 16"
"3636","Kohsoom","2000","Total extractable matter",0.195,0.15,0.22,"0.15 , 0.195 , 0.22"
"3637","Kohsoom","2000","Total phosphorus",0.2025,0.18,0.29,"0.18 , 0.2025 , 0.29"
"3638","Kohsoom","2000","Water temperature",14.6583333333333,1.6,26.5,"1.6 , 14.6583333333333 , 26.5"
"3639","Kohsoom","2000","Zinc",94.1428571428571,28,258,"28 , 94.1428571428571 , 258"
"3640","Kohsoom","2001","Ammonium",1.82363636363636,0.95,2.94,"0.95 , 1.82363636363636 , 2.94"
"3641","Kohsoom","2001","Anionic active surfactants",0.0877777777777778,0.06,0.15,"0.06 , 0.0877777777777778 , 0.15"
"3642","Kohsoom","2001","Atrazine",0.0266666666666667,0.01,0.07,"0.01 , 0.0266666666666667 , 0.07"
"3643","Kohsoom","2001","Bicarbonates",226.181818181818,146,323,"146 , 226.181818181818 , 323"
"3644","Kohsoom","2001","Biochemical Oxygen",6.45454545454546,4.2,8.8,"4.2 , 6.45454545454546 , 8.8"
"3645","Kohsoom","2001","Cadmium",4.571,0.05,17.16,"0.05 , 4.571 , 17.16"
"3646","Kohsoom","2001","Calcium",72.7272727272727,54,83,"54 , 72.7272727272727 , 83"
"3647","Kohsoom","2001","Chemical Oxygen Demand (Cr)",14.5888888888889,12.7,17.1,"12.7 , 14.5888888888889 , 17.1"
"3648","Kohsoom","2001","Chemical Oxygen Demand (Mn)",8.19090909090909,4.3,10.2,"4.3 , 8.19090909090909 , 10.2"
"3649","Kohsoom","2001","Chlorides",64.6272727272727,50,78,"50 , 64.6272727272727 , 78"
"3650","Kohsoom","2001","Chromium",24.9854545454545,8.56,60,"8.56 , 24.9854545454545 , 60"
"3651","Kohsoom","2001","Copper",20.9709090909091,6,37.52,"6 , 20.9709090909091 , 37.52"
"3652","Kohsoom","2001","Dissolved oxygen",6.35454545454545,2.9,9.9,"2.9 , 6.35454545454545 , 9.9"
"3653","Kohsoom","2001","Fecal coliforms",1.13327272727273,0.006,9.2,"0.006 , 1.13327272727273 , 9.2"
"3654","Kohsoom","2001","Fecal streptococci ",0.0151666666666667,0.002,0.06,"0.002 , 0.0151666666666667 , 0.06"
"3655","Kohsoom","2001","gamma-Hexachlorocyclohexane",0.121,0.01,0.45,"0.01 , 0.121 , 0.45"
"3656","Kohsoom","2001","Iron",0.76,0.2,1.93,"0.2 , 0.76 , 1.93"
"3657","Kohsoom","2001","Lead",16.0645454545455,1.61,44.52,"1.61 , 16.0645454545455 , 44.52"
"3658","Kohsoom","2001","Macrozoobenthos",2.1225,1.9,2.34,"1.9 , 2.1225 , 2.34"
"3659","Kohsoom","2001","Magnesium",21.6363636363636,4.2,29,"4.2 , 21.6363636363636 , 29"
"3660","Kohsoom","2001","Manganese",0.133636363636364,0.01,0.31,"0.01 , 0.133636363636364 , 0.31"
"3661","Kohsoom","2001","Nickel",6.58,6.58,6.58,"6.58 , 6.58 , 6.58"
"3662","Kohsoom","2001","Nitrates",2.76454545454545,0.15,8.5,"0.15 , 2.76454545454545 , 8.5"
"3663","Kohsoom","2001","Nitrites",0.06,0.02,0.11,"0.02 , 0.06 , 0.11"
"3664","Kohsoom","2001","Orthophosphate-phosphorus",0.14,0.04,0.3,"0.04 , 0.14 , 0.3"
"3665","Kohsoom","2001","p,p-DDT",0.1,0.01,0.18,"0.01 , 0.1 , 0.18"
"3666","Kohsoom","2001","Potassium",6.17090909090909,4.7,7.7,"4.7 , 6.17090909090909 , 7.7"
"3667","Kohsoom","2001","Sodium",36.8163636363636,25.5,45.98,"25.5 , 36.8163636363636 , 45.98"
"3668","Kohsoom","2001","Sulphates",97.1363636363636,65.2,116,"65.2 , 97.1363636363636 , 116"
"3669","Kohsoom","2001","Total coliforms",5.60909090909091,0.02,16,"0.02 , 5.60909090909091 , 16"
"3670","Kohsoom","2001","Total extractable matter",0.206666666666667,0.17,0.25,"0.17 , 0.206666666666667 , 0.25"
"3671","Kohsoom","2001","Total phosphorus",0.22,0.06,0.68,"0.06 , 0.22 , 0.68"
"3672","Kohsoom","2001","Water temperature",14.3818181818182,1.4,26,"1.4 , 14.3818181818182 , 26"
"3673","Kohsoom","2001","Zinc",75.6363636363636,26,235,"26 , 75.6363636363636 , 235"
"3674","Kohsoom","2002","Ammonium",3.10727272727273,1.75,4.8,"1.75 , 3.10727272727273 , 4.8"
"3675","Kohsoom","2002","Anionic active surfactants",0.37,0.37,0.37,"0.37 , 0.37 , 0.37"
"3676","Kohsoom","2002","Atrazine",0,0,0,"0 , 0 , 0"
"3677","Kohsoom","2002","Bicarbonates",248.481818181818,177,317,"177 , 248.481818181818 , 317"
"3678","Kohsoom","2002","Biochemical Oxygen",9.94545454545455,4.1,58.2,"4.1 , 9.94545454545455 , 58.2"
"3679","Kohsoom","2002","Cadmium",0.797272727272727,0.15,1.83,"0.15 , 0.797272727272727 , 1.83"
"3680","Kohsoom","2002","Calcium",81.1636363636364,55,102,"55 , 81.1636363636364 , 102"
"3681","Kohsoom","2002","Chemical Oxygen Demand (Cr)",14.13,12.1,17.5,"12.1 , 14.13 , 17.5"
